player_id,start_date,opposition,ground,innings,dismissals,catches,stumpings,ct_wk,ct_fi
670025,24 Jul 2016,v Zouks,Gros Islet,2,0,0,0,0,0
670025,1 Jan 2018,v New Zealand,Mount Maunganui,1,0,0,0,0,0
670025,3 Jan 2018,v New Zealand,Mount Maunganui,1,1,1,0,0,1
670025,9 Aug 2018,v Patriots,Providence,1,0,0,0,0,0
670025,11 Aug 2018,v Stars,Providence,2,0,0,0,0,0
670025,12 Aug 2018,v Tridents,Providence,1,1,1,0,0,1
670025,18 Aug 2018,v Tallawahs,Lauderhill,2,1,1,0,0,1
670025,24 Aug 2018,v Stars,Gros Islet,2,0,0,0,0,0
670025,28 Aug 2018,v Patriots,Basseterre,1,0,0,0,0,0
670025,31 Aug 2018,v Tridents,Bridgetown,1,2,2,0,0,2
670025,5 Sep 2018,v Trinbago,Port of Spain,1,1,1,0,0,1
670025,8 Sep 2018,v Tallawahs,Providence,2,0,0,0,0,0
670025,9 Sep 2018,v Trinbago,Providence,1,1,1,0,0,1
670025,11 Sep 2018,v Trinbago,Providence,1,0,0,0,0,0
670025,16 Sep 2018,v Trinbago,Tarouba,2,0,0,0,0,0
670025,4 Nov 2018,v India,Eden Gardens,2,0,0,0,0,0
670025,6 Nov 2018,v India,Lucknow,1,1,1,0,0,1
670025,11 Nov 2018,v India,Chennai,2,0,0,0,0,0
670025,17 Dec 2018,v Bangladesh,Sylhet,1,0,0,0,0,0
670025,20 Dec 2018,v Bangladesh,Mirpur,1,0,0,0,0,0
670025,22 Dec 2018,v Bangladesh,Mirpur,2,0,0,0,0,0
670025,5 Mar 2019,v England,Gros Islet,2,0,0,0,0,0
670025,8 Mar 2019,v England,Basseterre,1,0,0,0,0,0
670025,10 Mar 2019,v England,Basseterre,2,0,0,0,0,0
670025,23 Mar 2019,v CSK,Chennai,2,0,0,0,0,0
670025,28 Mar 2019,v MI,Bengaluru,1,1,1,0,0,1
670025,31 Mar 2019,v SRH,Hyderabad,1,0,0,0,0,0
670025,2 Apr 2019,v RR,Jaipur,2,0,0,0,0,0
670025,4 May 2019,v SRH,Bengaluru,1,2,2,0,0,2
670025,3 Aug 2019,v India,Lauderhill,2,0,0,0,0,0
670025,4 Aug 2019,v India,Lauderhill,1,1,1,0,0,1
670025,6 Aug 2019,v India,Providence,2,0,0,0,0,0
670025,5 Sep 2019,v Zouks,Providence,2,2,2,0,0,2
670025,7 Sep 2019,v Patriots,Providence,1,0,0,0,0,0
670025,8 Sep 2019,v Tridents,Providence,2,1,1,0,0,1
670025,14 Sep 2019,v Patriots,Basseterre,1,2,2,0,0,2
670025,18 Sep 2019,v Tallawahs,Kingston,2,1,1,0,0,1
670025,22 Sep 2019,v Tridents,Bridgetown,1,2,2,0,0,2
670025,25 Sep 2019,v Zouks,Gros Islet,1,0,0,0,0,0
670025,30 Sep 2019,v Trinbago,Port of Spain,2,1,1,0,0,1
670025,3 Oct 2019,v Tallawahs,Providence,2,0,0,0,0,0
670025,4 Oct 2019,v Trinbago,Providence,1,2,2,0,0,2
670025,6 Oct 2019,v Tridents,Providence,2,1,1,0,0,1
670025,12 Oct 2019,v Tridents,Tarouba,1,0,0,0,0,0
670025,14 Nov 2019,v Afghanistan,Lucknow,2,0,0,0,0,0
670025,16 Nov 2019,v Afghanistan,Lucknow,1,0,0,0,0,0
670025,17 Nov 2019,v Afghanistan,Lucknow,1,0,0,0,0,0
670025,6 Dec 2019,v India,Hyderabad,2,1,1,0,0,1
670025,8 Dec 2019,v India,Thiruvananthapuram,1,2,2,0,0,2
670025,11 Dec 2019,v India,Wankhede,1,0,0,0,0,0
670025,15 Jan 2020,v Ireland,St George's,1,0,0,0,0,0
670025,18 Jan 2020,v Ireland,Basseterre,1,2,2,0,0,2
670025,19 Jan 2020,v Ireland,Basseterre,1,1,1,0,0,1
670025,4 Mar 2020,v Sri Lanka,Pallekele,2,0,0,0,0,0
670025,6 Mar 2020,v Sri Lanka,Pallekele,1,1,1,0,0,1
670025,18 Aug 2020,v Trinbago,Tarouba,2,1,1,0,0,1
670025,19 Aug 2020,v Patriots,Tarouba,1,1,1,0,0,1
670025,22 Aug 2020,v Tallawahs,Tarouba,2,1,1,0,0,1
670025,23 Aug 2020,v Zouks,Tarouba,1,1,1,0,0,1
670025,25 Aug 2020,v Tallawahs,Port of Spain,2,0,0,0,0,0
670025,27 Aug 2020,v Trinbago,Port of Spain,2,1,1,0,0,1
670025,30 Aug 2020,v Patriots,Port of Spain,1,0,0,0,0,0
670025,1 Sep 2020,v Tridents,Tarouba,1,1,1,0,0,1
670025,2 Sep 2020,v Zouks,Tarouba,1,0,0,0,0,0
670025,3 Sep 2020,v Tridents,Tarouba,1,0,0,0,0,0
670025,8 Sep 2020,v Zouks,Tarouba,2,0,0,0,0,0
670025,20 Sep 2020,v Kings XI,Dubai (DICS),2,1,1,0,0,1
670025,25 Sep 2020,v CSK,Dubai (DICS),2,1,1,0,0,1
670025,29 Sep 2020,v SRH,Abu Dhabi,1,0,0,0,0,0
670025,3 Oct 2020,v KKR,Sharjah,2,1,1,0,0,1
670025,5 Oct 2020,v RCB,Dubai (DICS),2,1,1,0,0,1
670025,9 Oct 2020,v RR,Sharjah,2,3,3,0,0,3
670025,20 Oct 2020,v Kings XI,Dubai (DICS),2,0,0,0,0,0
670025,24 Oct 2020,v KKR,Abu Dhabi,1,0,0,0,0,0
670025,27 Oct 2020,v SRH,Dubai (DICS),1,0,0,0,0,0
670025,31 Oct 2020,v MI,Dubai (DICS),2,0,0,0,0,0
670025,8 Nov 2020,v SRH,Abu Dhabi,2,0,0,0,0,0
670025,10 Nov 2020,v MI,Dubai (DICS),2,0,0,0,0,0
670025,27 Nov 2020,v New Zealand,Auckland,2,0,0,0,0,0
670025,29 Nov 2020,v New Zealand,Mount Maunganui,1,0,0,0,0,0
670025,10 Apr 2021,v CSK,Wankhede,1,0,0,0,0,0
670025,20 Apr 2021,v MI,Chennai,1,0,0,0,0,0
670025,25 Apr 2021,v SRH,Chennai,2,0,0,0,0,0
670025,27 Apr 2021,v RCB,Ahmedabad,1,0,0,0,0,0
670025,29 Apr 2021,v KKR,Ahmedabad,1,0,0,0,0,0
670025,2 May 2021,v Punjab Kings,Ahmedabad,1,1,1,0,0,1
670025,10 Jun 2021,v Kings,Abu Dhabi,2,0,0,0,0,0
670025,13 Jun 2021,v Zalmi,Abu Dhabi,1,0,0,0,0,0
670025,29 Jun 2021,v South Africa,St George's,1,2,2,0,0,2
670025,1 Jul 2021,v South Africa,St George's,2,0,0,0,0,0
670025,3 Jul 2021,v South Africa,St George's,1,0,0,0,0,0
670025,9 Jul 2021,v Australia,Gros Islet,2,1,1,0,0,1
670025,10 Jul 2021,v Australia,Gros Islet,2,0,0,0,0,0
670025,12 Jul 2021,v Australia,Gros Islet,1,0,0,0,0,0
670025,28 Jul 2021,v Pakistan,Bridgetown,-,TDNF,-,-,-,-
670025,31 Jul 2021,v Pakistan,Providence,1,0,0,0,0,0
670025,1 Aug 2021,v Pakistan,Providence,-,TDNF,-,-,-,-
670025,3 Aug 2021,v Pakistan,Providence,-,TDNF,-,-,-,-
