player_id,start_date,opposition,ground,innings,dismissals,catches,stumpings,ct_wk,ct_fi
819429,7 Oct 2018,v KingsLeopard,Sharjah,2,0,0,0,0,0
819429,13 Oct 2018,v Legends,Sharjah,1,0,0,0,0,0
819429,20 Oct 2018,v Kabul Zwanan,Sharjah,1,0,0,0,0,0
819429,7 Sep 2020,v BDD,Kabul,1,1,1,0,0,1
819429,8 Sep 2020,v MAK,Kabul,1,0,0,0,0,0
819429,10 Sep 2020,v Amo Sharks,Kabul,2,0,0,0,0,0
819429,12 Sep 2020,v BEAD,Kabul,1,0,0,0,0,0
819429,13 Sep 2020,v SGT,Kabul,1,0,0,0,0,0
819429,14 Sep 2020,v MAK,Kabul,1,0,0,0,0,0
819429,16 Sep 2020,v MAK,Kabul,2,0,0,0,0,0
819429,9 Feb 2022,v Khulna,Sylhet,1,1,1,0,0,1
819429,11 Feb 2022,v Barishal,Mirpur,2,0,0,0,0,0
819429,3 Mar 2022,v Bangladesh,Mirpur,1,1,1,0,0,1
819429,5 Mar 2022,v Bangladesh,Mirpur,1,0,0,0,0,0
819429,11 Jun 2022,v Zimbabwe,Harare,1,1,1,0,0,1
819429,12 Jun 2022,v Zimbabwe,Harare,2,1,1,0,0,1
819429,14 Jun 2022,v Zimbabwe,Harare,2,0,0,0,0,0
819429,18 Jul 2022,v BEAD,Kabul,1,0,0,0,0,0
819429,20 Jul 2022,v SGT,Kabul,2,0,0,0,0,0
819429,22 Jul 2022,v MAK,Kabul,1,0,0,0,0,0
819429,25 Jul 2022,v Amo Sharks,Kabul,1,2,2,0,0,2
819429,28 Jul 2022,v Pamir Zalmi,Kabul,1,0,0,0,0,0
819429,30 Jul 2022,v Stars,Kabul,1,0,0,0,0,0
819429,1 Aug 2022,v BDD,Kabul,2,1,1,0,0,1
819429,2 Aug 2022,v MAK,Kabul,1,0,0,0,0,0
819429,3 Aug 2022,v SGT,Kabul,1,0,0,0,0,0
819429,9 Aug 2022,v Ireland,Belfast,2,0,0,0,0,0
819429,11 Aug 2022,v Ireland,Belfast,2,0,0,0,0,0
819429,12 Aug 2022,v Ireland,Belfast,2,0,0,0,0,0
819429,15 Aug 2022,v Ireland,Belfast,2,0,0,0,0,0
819429,17 Aug 2022,v Ireland,Belfast,2,0,0,0,0,0
819429,27 Aug 2022,v Sri Lanka,Dubai (DICS),1,0,0,0,0,0
819429,30 Aug 2022,v Bangladesh,Sharjah,1,0,0,0,0,0
819429,7 Sep 2022,v Pakistan,Sharjah,2,1,1,0,0,1
819429,8 Sep 2022,v India,Dubai (DICS),1,0,0,0,0,0
819429,22 Oct 2022,v England,Perth,2,0,0,0,0,0
819429,1 Nov 2022,v Sri Lanka,Brisbane,2,1,1,0,0,1
819429,6 Jan 2023,v Victorians,Mirpur,2,1,1,0,0,1
819429,10 Jan 2023,v Barishal,Mirpur,2,1,1,0,0,1
819429,13 Jan 2023,v Khulna,Chattogram,1,2,2,0,0,2
819429,17 Jan 2023,v Khulna,Chattogram,2,0,0,0,0,0
819429,23 Jan 2023,v Chattogram,Mirpur,2,0,0,0,0,0
819429,27 Jan 2023,v Strikers,Sylhet,1,0,0,0,0,0
819429,30 Jan 2023,v Dominators,Sylhet,1,0,0,0,0,0
819429,3 Feb 2023,v Dominators,Mirpur,1,0,0,0,0,0
819429,4 Feb 2023,v Strikers,Mirpur,1,0,0,0,0,0
819429,8 Feb 2023,v Chattogram,Mirpur,1,0,0,0,0,0
819429,10 Feb 2023,v Victorians,Mirpur,1,0,0,0,0,0
819429,16 Feb 2023,v U.A.E.,Abu Dhabi,1,0,0,0,0,0
819429,18 Feb 2023,v U.A.E.,Abu Dhabi,2,0,0,0,0,0
819429,19 Feb 2023,v U.A.E.,Abu Dhabi,1,0,0,0,0,0
819429,1 Mar 2023,v Kings,Rawalpindi,2,0,0,0,0,0
819429,7 Mar 2023,v Qalandars,Rawalpindi,2,1,1,0,0,1
819429,8 Mar 2023,v Gladiators,Rawalpindi,2,0,0,0,0,0
819429,10 Mar 2023,v Sultans,Rawalpindi,2,1,1,0,0,1
819429,16 Mar 2023,v United,Lahore,2,0,0,0,0,0
819429,17 Mar 2023,v Qalandars,Lahore,2,0,0,0,0,0
819429,24 Mar 2023,v Pakistan,Sharjah,1,2,2,0,0,2
819429,26 Mar 2023,v Pakistan,Sharjah,1,1,1,0,0,1
819429,27 Mar 2023,v Pakistan,Sharjah,1,0,0,0,0,0
