match_id,innings,over,ball,batsman_id,batsman,bowler_id,bowler,runs,play_type,is_wicket,wicket_type,total_runs,total_wickets,short_text
1216547,1,0.1,1,1119026,Devdutt Padikkal,277912,Trent Boult,2,run,False,,2,0,"Boult to Padikkal, 2 runs"
1216547,1,0.2,2,1119026,Devdutt Padikkal,277912,Trent Boult,4,four,False,,6,0,"Boult to Padikkal, FOUR"
1216547,1,0.3,3,1119026,Devdutt Padikkal,277912,Trent Boult,0,no run,False,,6,0,"Boult to Padikkal, no run"
1216547,1,0.4,4,1119026,Devdutt Padikkal,277912,Trent Boult,1,run,False,,7,0,"Boult to Padikkal, 1 run"
1216547,1,0.5,5,5334,Aaron Finch,277912,Trent Boult,0,no run,False,,7,0,"Boult to Finch, no run"
1216547,1,0.6,6,5334,Aaron Finch,277912,Trent Boult,1,run,False,,8,0,"Boult to Finch, 1 run"
1216547,1,1.1,1,5334,Aaron Finch,272465,James Pattinson,2,run,False,,10,0,"Pattinson to Finch, 2 runs"
1216547,1,1.2,2,5334,Aaron Finch,272465,James Pattinson,0,no run,False,,10,0,"Pattinson to Finch, no run"
1216547,1,1.3,3,5334,Aaron Finch,272465,James Pattinson,0,no run,False,,10,0,"Pattinson to Finch, no run"
1216547,1,1.4,4,5334,Aaron Finch,272465,James Pattinson,0,no run,False,,10,0,"Pattinson to Finch, no run"
1216547,1,1.5,5,5334,Aaron Finch,272465,James Pattinson,4,four,False,,14,0,"Pattinson to Finch, FOUR"
1216547,1,1.6,6,5334,Aaron Finch,272465,James Pattinson,2,run,False,,16,0,"Pattinson to Finch, 2 runs"
1216547,1,2.1,1,1119026,Devdutt Padikkal,277912,Trent Boult,1,run,False,,17,0,"Boult to Padikkal, 1 run"
1216547,1,2.2,2,5334,Aaron Finch,277912,Trent Boult,0,no run,False,,17,0,"Boult to Finch, no run"
1216547,1,2.3,3,5334,Aaron Finch,277912,Trent Boult,0,no run,False,,17,0,"Boult to Finch, no run"
1216547,1,2.4,4,5334,Aaron Finch,277912,Trent Boult,6,six,False,,23,0,"Boult to Finch, SIX"
