match_id,innings,over,ball,batsman_id,batsman,bowler_id,bowler,runs,play_type,is_wicket,wicket_type,total_runs,total_wickets,short_text
829733,1,0.1,1,237095,Murali Vijay,376116,Umesh Yadav,0,no run,False,,0,0,"UT Yadav to Vijay, no run"
829733,1,0.2,2,237095,Murali Vijay,376116,Umesh Yadav,0,no run,False,,0,0,"UT Yadav to Vijay, no run"
829733,1,0.3,3,237095,Murali Vijay,376116,Umesh Yadav,0,no run,False,,0,0,"UT Yadav to Vijay, no run"
829733,1,0.4,4,237095,Murali Vijay,376116,Umesh Yadav,0,out,True,caught,0,1,"UT Yadav to Vijay, OUT"
829733,1,0.5,5,279810,Wriddhiman Saha,376116,Umesh Yadav,0,no run,False,,0,1,"UT Yadav to Saha, no run"
829733,1,0.6,6,279810,Wriddhiman Saha,376116,Umesh Yadav,2,run,False,,2,1,"UT Yadav to Saha, 2 runs"
829733,1,1.1,1,35263,Virender Sehwag,46538,Morne Morkel,1,run,False,,3,1,"Morkel to Sehwag, 1 run"
829733,1,1.2,2,279810,Wriddhiman Saha,46538,Morne Morkel,1,leg bye,False,,4,1,"Morkel to Saha, 1 leg bye"
829733,1,1.3,3,35263,Virender Sehwag,46538,Morne Morkel,1,run,False,,5,1,"Morkel to Sehwag, 1 run"
829733,1,1.4,4,279810,Wriddhiman Saha,46538,Morne Morkel,1,run,False,,6,1,"Morkel to Saha, 1 run"
829733,1,1.5,5,35263,Virender Sehwag,46538,Morne Morkel,0,no run,False,,6,1,"Morkel to Sehwag, no run"
829733,1,1.6,6,35263,Virender Sehwag,46538,Morne Morkel,0,no run,False,,6,1,"Morkel to Sehwag, no run"
829733,1,2.1,1,279810,Wriddhiman Saha,376116,Umesh Yadav,0,no run,False,,6,1,"UT Yadav to Saha, no run"
829733,1,2.2,2,279810,Wriddhiman Saha,376116,Umesh Yadav,0,no run,False,,6,1,"UT Yadav to Saha, no run"
829733,1,2.3,3,279810,Wriddhiman Saha,376116,Umesh Yadav,4,four,False,,10,1,"UT Yadav to Saha, FOUR"
829733,1,2.4,4,279810,Wriddhiman Saha,376116,Umesh Yadav,2,run,False,,12,1,"UT Yadav to Saha, 2 runs"
829733,1,2.5,5,279810,Wriddhiman Saha,376116,Umesh Yadav,6,six,False,,18,1,"UT Yadav to Saha, SIX"
829733,1,2.6,6,279810,Wriddhiman Saha,376116,Umesh Yadav,0,no run,False,,18,1,"UT Yadav to Saha, no run"
829733,1,3.1,1,35263,Virender Sehwag,46538,Morne Morkel,0,no run,False,,18,1,"Morkel to Sehwag, no run"
829733,1,3.2,2,35263,Virender Sehwag,46538,Morne Morkel,0,no run,False,,18,1,"Morkel to Sehwag, no run"
829733,1,3.3,3,35263,Virender Sehwag,46538,Morne Morkel,4,four,False,,22,1,"Morkel to Sehwag, FOUR"
829733,1,3.4,4,35263,Virender Sehwag,46538,Morne Morkel,1,run,False,,23,1,"Morkel to Sehwag, 1 run"
829733,1,3.5,5,279810,Wriddhiman Saha,46538,Morne Morkel,0,out,True,caught,23,2,"Morkel to Saha, OUT"
829733,1,3.6,6,325026,Glenn Maxwell,46538,Morne Morkel,0,no run,False,,23,2,"Morkel to Maxwell, no run"
829733,1,4.1,1,35263,Virender Sehwag,276298,Andre Russell,4,four,False,,27,2,"Russell to Sehwag, FOUR"
829733,1,4.2,2,35263,Virender Sehwag,276298,Andre Russell,0,out,True,caught,27,3,"Russell to Sehwag, OUT"
829733,1,4.3,3,4451,George Bailey,276298,Andre Russell,4,four,False,,31,3,"Russell to Bailey, FOUR"
829733,1,4.4,4,4451,George Bailey,276298,Andre Russell,4,four,False,,35,3,"Russell to Bailey, FOUR"
829733,1,4.5,5,4451,George Bailey,276298,Andre Russell,1,run,False,,36,3,"Russell to Bailey, 1 run"
829733,1,4.6,6,325026,Glenn Maxwell,276298,Andre Russell,1,run,False,,37,3,"Russell to Maxwell, 1 run"
829733,1,5.1,1,325026,Glenn Maxwell,46538,Morne Morkel,6,six,False,,43,3,"Morkel to Maxwell, SIX"
829733,1,5.2,2,325026,Glenn Maxwell,46538,Morne Morkel,4,four,False,,47,3,"Morkel to Maxwell, FOUR"
829733,1,5.3,3,325026,Glenn Maxwell,46538,Morne Morkel,1,run,False,,48,3,"Morkel to Maxwell, 1 run"
829733,1,5.4,4,4451,George Bailey,46538,Morne Morkel,0,no run,False,,48,3,"Morkel to Bailey, no run"
829733,1,5.5,5,4451,George Bailey,46538,Morne Morkel,0,no run,False,,48,3,"Morkel to Bailey, no run"
829733,1,5.6,6,4451,George Bailey,46538,Morne Morkel,0,no run,False,,48,3,"Morkel to Bailey, no run"
829733,1,6.1,1,325026,Glenn Maxwell,230558,Sunil Narine,0,no run,False,,48,3,"Narine to Maxwell, no run"
829733,1,6.2,2,325026,Glenn Maxwell,230558,Sunil Narine,0,no run,False,,48,3,"Narine to Maxwell, no run"
829733,1,6.3,3,325026,Glenn Maxwell,230558,Sunil Narine,0,no run,False,,48,3,"Narine to Maxwell, no run"
829733,1,6.4,4,325026,Glenn Maxwell,230558,Sunil Narine,0,no run,False,,48,3,"Narine to Maxwell, no run"
829733,1,6.5,5,325026,Glenn Maxwell,230558,Sunil Narine,1,run,False,,49,3,"Narine to Maxwell, 1 run"
829733,1,6.6,6,4451,George Bailey,230558,Sunil Narine,1,run,False,,50,3,"Narine to Bailey, 1 run"
829733,1,7.1,1,4451,George Bailey,276298,Andre Russell,0,no run,False,,50,3,"Russell to Bailey, no run"
829733,1,7.2,2,4451,George Bailey,276298,Andre Russell,0,no run,False,,50,3,"Russell to Bailey, no run"
829733,1,7.3,3,4451,George Bailey,276298,Andre Russell,1,run,False,,51,3,"Russell to Bailey, 1 run"
829733,1,7.4,4,325026,Glenn Maxwell,276298,Andre Russell,0,no run,False,,51,3,"Russell to Maxwell, no run"
829733,1,7.5,5,325026,Glenn Maxwell,276298,Andre Russell,1,run,False,,52,3,"Russell to Maxwell, 1 run"
829733,1,7.6,6,4451,George Bailey,276298,Andre Russell,2,run,False,,54,3,"Russell to Bailey, 2 runs"
829733,1,8.1,1,325026,Glenn Maxwell,230558,Sunil Narine,1,run,False,,55,3,"Narine to Maxwell, 1 run"
829733,1,8.2,2,4451,George Bailey,230558,Sunil Narine,1,run,False,,56,3,"Narine to Bailey, 1 run"
829733,1,8.3,3,325026,Glenn Maxwell,230558,Sunil Narine,4,four,False,,60,3,"Narine to Maxwell, FOUR"
829733,1,8.4,4,325026,Glenn Maxwell,230558,Sunil Narine,0,no run,False,,60,3,"Narine to Maxwell, no run"
829733,1,8.5,5,325026,Glenn Maxwell,230558,Sunil Narine,4,bye,False,,64,3,"Narine to Maxwell, 4 byes"
829733,1,8.6,6,325026,Glenn Maxwell,230558,Sunil Narine,0,no run,False,,64,3,"Narine to Maxwell, no run"
829733,1,9.1,1,4451,George Bailey,276298,Andre Russell,1,run,False,,65,3,"Russell to Bailey, 1 run"
829733,1,9.2,2,325026,Glenn Maxwell,276298,Andre Russell,6,six,False,,71,3,"Russell to Maxwell, SIX"
829733,1,9.2,3,325026,Glenn Maxwell,276298,Andre Russell,1,wide,False,,72,3,"Russell to Maxwell, 1 wide"
829733,1,9.2,4,325026,Glenn Maxwell,276298,Andre Russell,1,wide,False,,73,3,"Russell to Maxwell, 1 wide"
829733,1,9.3,5,325026,Glenn Maxwell,276298,Andre Russell,1,run,False,,74,3,"Russell to Maxwell, 1 run"
829733,1,9.4,6,4451,George Bailey,276298,Andre Russell,1,run,False,,75,3,"Russell to Bailey, 1 run"
829733,1,9.5,7,325026,Glenn Maxwell,276298,Andre Russell,0,no run,False,,75,3,"Russell to Maxwell, no run"
829733,1,9.6,8,325026,Glenn Maxwell,276298,Andre Russell,2,run,False,,77,3,"Russell to Maxwell, 2 runs"
829733,1,10.1,1,4451,George Bailey,32966,Piyush Chawla,1,run,False,,78,3,"Chawla to Bailey, 1 run"
829733,1,10.2,2,325026,Glenn Maxwell,32966,Piyush Chawla,1,run,False,,79,3,"Chawla to Maxwell, 1 run"
829733,1,10.3,3,4451,George Bailey,32966,Piyush Chawla,0,no run,False,,79,3,"Chawla to Bailey, no run"
829733,1,10.4,4,4451,George Bailey,32966,Piyush Chawla,1,run,False,,80,3,"Chawla to Bailey, 1 run"
829733,1,10.5,5,325026,Glenn Maxwell,32966,Piyush Chawla,2,run,False,,82,3,"Chawla to Maxwell, 2 runs"
829733,1,10.6,6,325026,Glenn Maxwell,32966,Piyush Chawla,1,run,False,,83,3,"Chawla to Maxwell, 1 run"
829733,1,11.1,1,325026,Glenn Maxwell,376116,Umesh Yadav,1,run,False,,84,3,"UT Yadav to Maxwell, 1 run"
829733,1,11.1,2,4451,George Bailey,376116,Umesh Yadav,1,wide,False,,85,3,"UT Yadav to Bailey, 1 wide"
829733,1,11.2,3,4451,George Bailey,376116,Umesh Yadav,4,four,False,,89,3,"UT Yadav to Bailey, FOUR"
