player_id,name,bat_style,bowl_style,bowl_type,role,age,bat_hand
37737,Brendon Barrie McCullum,Right-hand bat,Right-arm medium,pace,Wicketkeeper batter,44,right
1076713,Cameron Donald Green,Right-hand bat,Right-arm fast-medium,pace,Batting allrounder,26,right
457249,Carlos Ricardo Brathwaite,Right-hand bat,Right-arm fast-medium,pace,Allrounder,37,right
1131754,Chetan Sakariya,Left-hand bat,Left-arm medium-fast,pace,Bowler,28,left
302208,Chidhambaram Muralidharen Gautam,Right-hand bat,,,Wicketkeeper,40,right
51880,Christopher Henry Gayle,Left-hand bat,Right-arm offbreak,spin,Allrounder,46,left
787073,Christopher James Green,Right-hand bat,Right-arm offbreak,spin,Bowling allrounder,32,right
288992,Christopher James Jordan,Right-hand bat,Right-arm fast-medium,pace,Bowler,37,right
326637,Christopher Austin Lynn,Right-hand bat,Slow left-arm orthodox,spin,Batter,35,right
439952,Christopher Henry Morris,Right-hand bat,Right-arm fast-medium,pace,Bowling allrounder,38,right
247235,Christopher Roger Woakes,Right-hand bat,Right-arm fast-medium,pace,Allrounder,37,right
45705,Colin Alexander Ingram,Left-hand bat,Legbreak,spin,Top-order batter,40,left
232359,Colin Munro,Left-hand bat,Right-arm medium-fast,pace,Opening batter,39,left
55395,Colin de Grandhomme,Right-hand bat,Right-arm medium-fast,pace,Allrounder,39,right
277662,Corey James Anderson,Left-hand bat,Left-arm medium-fast,pace,Batting allrounder,35,left
308798,D'Arcy John Matthew Short,Left-hand bat,Left-arm wrist-spin,spin,Opening batter,35,left
47492,Dale Willem Steyn,Right-hand bat,Right-arm fast,pace,Bowler,42,right
4864,Daniel Trevor Christian,Right-hand bat,Right-arm fast-medium,pace,Allrounder,42,right
826901,Daniel Richard Sams,Right-hand bat,Left-arm fast-medium,pace,Allrounder,33,right
53115,Daren Julius Garvey Sammy,Right-hand bat,Right-arm medium,pace,Allrounder,42,right
277472,Darren Michael Bravo,Left-hand bat,Right-arm medium,pace,Top-order batter,37,left
1111917,Darshan Girish Nalkande,Right-hand bat,Right-arm fast-medium,pace,Bowler,27,right
381743,Daryl Joseph Mitchell,Right-hand bat,Right-arm medium,pace,Batting allrounder,34,right
437316,Madagamagamage Dasun Shanaka,Right-hand bat,Right-arm medium,pace,Allrounder,34,right
321777,David Andrew Miller,Left-hand bat,Right-arm offbreak,spin,Middle-order batter,36,left
219889,David Andrew Warner,Left-hand bat,Legbreak,spin,Opening batter,39,left
221140,David Wiese,Right-hand bat,Right-arm medium-fast,pace,Allrounder,40,right
308251,David Jonathan Willey,Left-hand bat,Left-arm fast-medium,pace,Bowling allrounder,36,left
236489,Dawid Johannes Malan,Left-hand bat,Legbreak,spin,Top-order batter,38,left
447261,Deepak Lokandersingh Chahar,Right-hand bat,Right-arm medium,pace,Bowler,33,right
497121,Deepak Jagbir Hooda,Right-hand bat,Right-arm offbreak,spin,Allrounder,30,right
1119026,Devdutt Padikkal,Left-hand bat,Right-arm offbreak,spin,Top-order batter,25,left
379140,Devon Philip Conway,Left-hand bat,Right-arm medium,pace,Wicketkeeper batter,34,left
1070665,Dewald Brevis,Right-hand bat,Legbreak,spin,Middle-order batter,22,right
277955,Dhawal Sunil Kulkarni,Right-hand bat,Right-arm medium,pace,Bowler,37,right
1175488,Dhruv Chand Jurel,Right-hand bat,,,Wicketkeeper batter,25,right
590327,Dhruv Ranjan Shorey,Right-hand bat,Right-arm offbreak,spin,Top-order batter,33,right
30045,Krishnakumar Dinesh Karthik,Right-hand bat,Right-arm offbreak,spin,Wicketkeeper batter,40,right
528985,Domnic Joseph Muthuswami,Right-hand bat,Right-arm medium,pace,Unknown,45,right
698315,Donovan Ferreira,Right-hand bat,Right-arm offbreak,spin,Allrounder,27,right
595954,Duan Jansen,Right-hand bat,Left-arm fast,pace,Bowler,25,right
552152,Pathira Vasan Dushmantha Chameera,Right-hand bat,Right-arm fast,pace,Bowler,34,right
327830,Dwaine Pretorius,Right-hand bat,Right-arm medium-fast,pace,Bowling allrounder,36,right
51439,Dwayne John Bravo,Right-hand bat,Right-arm medium,pace,Allrounder,42,right
53118,Dwayne Romel Smith,Right-hand bat,Right-arm medium,pace,Allrounder,42,right
340841,Eklavya Rakesh Dwivedi,Right-hand bat,,,Wicketkeeper,37,right
24598,Eoin Joseph Gerard Morgan,Left-hand bat,Right-arm medium,pace,Middle-order batter,39,left
431901,Evin Lewis,Left-hand bat,,,Opening batter,34,left
670013,Fabian Anthony Allen,Right-hand bat,Slow left-arm orthodox,spin,Bowling allrounder,30,right
44828,Francois du Plessis,Right-hand bat,Legbreak,spin,Middle-order batter,41,right
44410,Farhaan Behardien,Right-hand bat,Right-arm fast-medium,pace,Batting allrounder,42,right
974175,Fazalhaq Farooqi,Right-hand bat,Left-arm fast-medium,pace,Bowler,25,right
28763,Gautam Gambhir,Left-hand bat,Legbreak,spin,Top-order batter,44,left
4451,George John Bailey,Right-hand bat,Right-arm medium,pace,Top-order batter,43,right
643433,George Henry Simmons Garton,Left-hand bat,Left-arm fast,pace,Bowling allrounder,28,left
596010,Gerald Coetzee,Right-hand bat,Right-arm fast,pace,Bowler,25,right
325026,Glenn James Maxwell,Right-hand bat,Right-arm offbreak,spin,Batting allrounder,37,right
823509,Glenn Dominic Phillips,Right-hand bat,Right-arm offbreak,spin,Allrounder,29,right
352048,Gulbadin Naib,Right-hand bat,Right-arm medium-fast,pace,Batting allrounder,34,right
499660,Gurinder Singh Sandhu,Left-hand bat,Right-arm fast-medium,pace,Bowler,32,left
537124,Gurkeerat Rupinder Singh,Right-hand bat,Right-arm offbreak,spin,Middle-order batter,35,right
1287033,Gurnoor Brar,Left-hand bat,Right-arm fast,pace,Bowler,25,left
452044,Gade Hanuma Vihari,Right-hand bat,Right-arm offbreak,spin,Batting allrounder,32,right
29264,Harbhajan Singh,Right-hand bat,Right-arm offbreak,spin,Bowler,45,right
625371,Hardik Himanshu Pandya,Right-hand bat,Right-arm medium-fast,pace,Allrounder,32,right
375126,GC Viljoen,Right-hand bat,Right-arm fast,pace,Bowler,37,right
1168641,Harpreet Brar,Left-hand bat,Slow left-arm orthodox,spin,Bowler,30,left
340854,Harpreet Singh Bhatia,Left-hand bat,Right-arm medium,pace,Batter,34,left
911707,Harry Cherrington Brook,Right-hand bat,Right-arm medium,pace,Middle-order batter,27,right
244639,Harry Frederick Gurney,Right-hand bat,Left-arm fast-medium,pace,Bowler,39,right
390481,Harshal Vikram Patel,Right-hand bat,Right-arm medium,pace,Bowling allrounder,35,right
1312645,Harshit Pradeep Rana,Right-hand bat,Right-arm fast,pace,Bowler,24,right
43906,Hashim Mahomed Amla,Right-hand bat,Right-arm medium,pace,Top-order batter,42,right
436757,Heinrich Klaasen,Right-hand bat,Right-arm offbreak,spin,Wicketkeeper batter,34,right
1350761,Himanshu Sharma,Right-hand bat,Legbreak,spin,Bowler,27,right
1175423,Hrithik Rakesh Shokeen,Right-hand bat,Right-arm offbreak,spin,Bowler,25,right
40618,Mohammad Imran Tahir,Right-hand bat,Legbreak googly,spin,Bowler,46,right
277237,Sayed Iqbal Abdulla,Left-hand bat,Slow left-arm orthodox,spin,Allrounder,36,left
32685,Irfan Khan Pathan,Left-hand bat,Left-arm medium-fast,pace,Allrounder,41,left
559066,Inderbir Singh Sodhi,Right-hand bat,Legbreak,spin,Bowler,33,right
720471,Ishan Pranav Kumar Pandey Kishan,Left-hand bat,Right-arm offbreak,spin,Wicketkeeper batter,27,left
967603,Ishan Chandranath Porel,Right-hand bat,Right-arm medium,pace,Bowler,27,right
279554,Ishank Rajiv Jaggi,Right-hand bat,Legbreak googly,spin,Batter,37,right
236779,Ishant Sharma,Right-hand bat,Right-arm fast-medium,pace,Bowler,37,right
447439,Ishwar Chand Pandey,Right-hand bat,Right-arm medium,pace,Bowler,36,right
328026,Isuru Udana Tillakaratna,Right-hand bat,Left-arm medium-fast,pace,Allrounder,38,right
527663,Jagadeesha Suchith,Left-hand bat,Slow left-arm orthodox,spin,Bowler,32,left
1168049,Jake Matthew Fraser-McGurk,Right-hand bat,Legbreak googly,spin,Batter,23,right
237199,Jalaj Sahai Saxena,Right-hand bat,Right-arm offbreak,spin,Allrounder,39,right
270484,James Peter Faulkner,Right-hand bat,Left-arm fast-medium,pace,Bowling allrounder,35,right
355269,James Douglas Sheahan Neesham,Left-hand bat,Right-arm medium-fast,pace,Batting allrounder,35,left
272465,James Lee Pattinson,Left-hand bat,Right-arm fast-medium,pace,Bowler,35,left
272477,Jason Paul Behrendorff,Right-hand bat,Left-arm fast-medium,pace,Bowler,35,right
391485,Jason Omar Holder,Right-hand bat,Right-arm medium-fast,pace,Bowling allrounder,34,right
298438,Jason Jonathan Roy,Right-hand bat,,,Opening batter,35,right
625383,Jasprit Jasbirsingh Bumrah,Right-hand bat,Right-arm fast,pace,Bowler,32,right
230554,Javon Philip Ramon Scantlebury-Searles,Right-hand bat,Right-arm fast-medium,pace,Bowling allrounder,39,right
447587,Jayant Yadav,Right-hand bat,Right-arm offbreak,spin,Bowler,36,right
390484,Jaydev Dipakbhai Unadkat,Right-hand bat,Left-arm medium,pace,Bowler,34,right
44932,Jean-Paul Duminy,Left-hand bat,Right-arm offbreak,spin,Batting allrounder,41,left
774223,Jhye Avon Richardson,Right-hand bat,Right-arm fast,pace,Bowler,29,right
721867,Jitesh Mohan Sharma,Right-hand bat,,,Wicketkeeper batter,32,right
12454,Joseph Liam Denly,Right-hand bat,Legbreak,spin,Top-order batter,40,right
303669,Joseph Edward Root,Right-hand bat,Right-arm offbreak,spin,Top-order batter,35,right
669855,Jofra Chioke Archer,Right-hand bat,Right-arm fast,pace,Bowler,30,right
44149,Johan Botha,Right-hand bat,Right-arm offbreak,spin,Allrounder,43,right
228622,John Wayne Hastings,Right-hand bat,Right-arm fast-medium,pace,Allrounder,40,right
297433,Jonathan Marc Bairstow,Right-hand bat,Right-arm medium,pace,Wicketkeeper batter,36,right
308967,Joseph Charles Buttler,Right-hand bat,,,Wicketkeeper batter,35,right
288284,Josh Reginald Hazlewood,Left-hand bat,Right-arm fast-medium,pace,Bowler,35,left
928067,Joshua Brian Little,Right-hand bat,Left-arm fast-medium,pace,Bowler,26,right
1124282,Joshua Ryan Philippe,Right-hand bat,,,Wicketkeeper batter,28,right
545467,Carl Junior Dala,Right-hand bat,Right-arm medium,pace,Bowler,36,right
777537,Konganda Charamanna Cariappa,Right-hand bat,Legbreak,spin,Bowler,31,right
422108,Kannaur Lokesh Rahul,Right-hand bat,,,Wicketkeeper batter,33,right
1083030,KM Asif,Right-hand bat,Right-arm medium,pace,Bowler,32,right
550215,Kagiso Rabada,Left-hand bat,Right-arm fast,pace,Bowler,30,left
1070188,Kamlesh Lachham Nagarkoti,Right-hand bat,Right-arm fast,pace,Bowler,26,right
272262,Kane William Richardson,Right-hand bat,Right-arm fast-medium,pace,Bowler,35,right
277906,Kane Stuart Williamson,Right-hand bat,Right-arm offbreak,spin,Top-order batter,35,right
1246518,Karan Sunny Sharma,Right-hand bat,Right-arm offbreak,spin,Allrounder,27,right
322535,Karanveer Singh,Right-hand bat,Legbreak googly,spin,Unknown,38,right
30288,Karn Vinod Sharma,Left-hand bat,Legbreak googly,spin,Bowler,38,left
1122918,Kartik Tyagi,Right-hand bat,Right-arm fast,pace,Bowler,25,right
398439,Karun Nair,Right-hand bat,Right-arm offbreak,spin,Top-order batter,34,right
290716,Kedar Mahadav Jadhav,Right-hand bat,Right-arm offbreak,spin,Batting allrounder,40,right
677081,Keemo Mandela Angus Paul,Right-hand bat,Right-arm fast-medium,pace,Allrounder,28,right
267724,Keshav Athmanand Maharaj,Right-hand bat,Slow left-arm orthodox,spin,Bowler,36,right
19296,Kevin Peter Pietersen,Right-hand bat,Right-arm offbreak,spin,Top-order batter,45,right
942645,Khaleel Khursheed Ahmed,Right-hand bat,Left-arm fast-medium,pace,Bowler,28,right
230559,Kieron Adrian Pollard,Right-hand bat,Right-arm medium,pace,Batting allrounder,38,right
424377,Krishnappa Gowtham,Right-hand bat,Right-arm offbreak,spin,Bowling allrounder,37,right
471342,Krunal Himanshu Pandya,Left-hand bat,Slow left-arm orthodox,spin,Allrounder,34,left
1163695,Kuldeep Rampal Sen,Right-hand bat,Right-arm fast,pace,Bowler,29,right
559235,Kuldeep Yadav,Left-hand bat,Left-arm wrist-spin,spin,Bowler,31,left
1206495,Kuldip Yadav,Left-hand bat,Left-arm fast-medium,pace,Bowler,29,left
1083033,Kulwant Khejroliya,Left-hand bat,Left-arm medium-fast,pace,Bowler,34,left
1159843,Kumar Kartikeya Singh,Right-hand bat,Slow left-arm orthodox,spin,Bowler,28,right
1207295,Kumar Kushagra,Right-hand bat,,,Wicketkeeper batter,21,right
1294342,Kwena Tshegofatso Maphaka,Left-hand bat,Left-arm fast,pace,Bowler,19,left
297583,Kyle John Abbott,Right-hand bat,Right-arm fast-medium,pace,Bowler,38,right
625960,Kyle Alex Jamieson,Right-hand bat,Right-arm fast-medium,pace,Bowler,31,right
348056,Kyle Rico Mayers,Left-hand bat,Right-arm medium,pace,Batting allrounder,33,left
930189,Lalit Yadav,Right-hand bat,Right-arm offbreak,spin,Allrounder,29,right
49758,Separamadu Lasith Malinga,Right-hand bat,Right-arm fast,pace,Bowler,42,right
53116,Lendl Mark Platter Simmons,Right-hand bat,Right-arm medium-fast,pace,Top-order batter,41,right
403902,Liam Stephen Livingstone,Right-hand bat,Right-arm offbreak,spin,Batting allrounder,32,right
19264,Liam Edward Plunkett,Right-hand bat,Right-arm fast,pace,Bowler,40,right
536936,Litton Kumer Das,Right-hand bat,Right-arm offbreak,spin,Wicketkeeper batter,31,right
379887,Lizaad Buyron Williams,Left-hand bat,Right-arm medium-fast,pace,Bowler,32,left
493773,Lachlan Hammond Ferguson,Right-hand bat,Right-arm fast,pace,Bowler,34,right
573170,Luke Wood,Left-hand bat,Left-arm fast-medium,pace,Bowler,30,left
573930,Lukman Iqbal Meriwala,Left-hand bat,Left-arm fast-medium,pace,Bowler,34,left
542023,Lungisani True-man Ngidi,Right-hand bat,Right-arm fast-medium,pace,Bowler,29,right
28081,Mahendra Singh Dhoni,Right-hand bat,Right-arm medium,pace,Wicketkeeper batter,44,right
719719,Masood Shahrukh Khan,Right-hand bat,Right-arm offbreak,spin,Batter,30,right
1138316,Morawakage Maheesh Theekshana,Right-hand bat,Right-arm offbreak,spin,Bowler,25,right
853265,Mahipal Krishan Lomror,Left-hand bat,Slow left-arm orthodox,spin,Allrounder,26,left
532856,Manan Vohra,Right-hand bat,Right-arm medium,pace,Opening batter,32,right
1175426,Manav Jagdusakumar Suthar,Left-hand bat,Slow left-arm orthodox,spin,Bowling allrounder,23,left
398506,Mandeep Singh,Right-hand bat,Right-arm medium,pace,Allrounder,34,right
1151286,Manimaran Siddharth,Right-hand bat,Slow left-arm orthodox,spin,Bowler,27,right
290630,Manish Krishnanand Pandey,Right-hand bat,Right-arm medium,pace,Top-order batter,36,right
35565,Manoj Kumar Tiwary,Right-hand bat,Legbreak googly,spin,Batter,40,right
317293,Manpreet Singh Gony,Right-hand bat,Right-arm medium,pace,Bowler,42,right
27280,Manvinder Sultansingh Bisla,Right-hand bat,,,Wicketkeeper,41,right
393279,Marchant de Lange,Right-hand bat,Right-arm fast,pace,Bowler,35,right
696401,Marco Jansen,Right-hand bat,Left-arm fast,pace,Bowling allrounder,25,right
325012,Marcus Peter Stoinis,Right-hand bat,Right-arm medium,pace,Batting allrounder,36,right
351588,Mark Andrew Wood,Right-hand bat,Right-arm fast,pace,Bowler,36,right
52983,Marlon Nathaniel Samuels,Right-hand bat,Right-arm offbreak,spin,Top-order batter,45,right
226492,Martin James Guptill,Right-hand bat,Right-arm offbreak,spin,Opening batter,39,right
1194795,Matheesha Pathirana,Right-hand bat,Right-arm fast,pace,Bowler,23,right
506612,Matthew James Henry,Right-hand bat,Right-arm fast-medium,pace,Bowler,34,right
605575,Matthew William Short,Right-hand bat,Right-arm offbreak,spin,Batting allrounder,30,right
230193,Matthew Scott Wade,Left-hand bat,Right-arm medium,pace,Wicketkeeper batter,38,left
398438,Mayank Anurag Agarwal,Right-hand bat,Right-arm offbreak,spin,Batter,35,right
942367,Mayank J Dagar,Right-hand bat,Slow left-arm orthodox,spin,Bowler,29,right
1081442,Mayank Markande,Right-hand bat,Legbreak,spin,Bowler,28,right
1292563,Mayank Prabhu Yadav,Right-hand bat,Right-arm fast,pace,Bowler,23,right
326968,Michael Gordon Bracewell,Left-hand bat,Right-arm offbreak,spin,Batting allrounder,35,left
5939,Michael Edward Killeen Hussey,Left-hand bat,Right-arm medium,pace,Middle-order batter,50,left
6033,Mitchell Guy Johnson,Left-hand bat,Left-arm fast,pace,Bowler,44,left
272450,Mitchell Ross Marsh,Right-hand bat,Right-arm medium,pace,Allrounder,34,right
319439,Mitchell John McClenaghan,Left-hand bat,Left-arm fast-medium,pace,Bowler,39,left
502714,Mitchell Josef Santner,Left-hand bat,Slow left-arm orthodox,spin,Bowling allrounder,34,left
311592,Mitchell Aaron Starc,Left-hand bat,Left-arm fast,pace,Bowler,36,left
8917,Moeen Munir Ali,Left-hand bat,Right-arm offbreak,spin,Batting allrounder,38,left
25913,Mohammad Nabi,Right-hand bat,Right-arm offbreak,spin,Allrounder,41,right
481896,Mohammed Shami Ahmed,Right-hand bat,Right-arm fast,pace,Bowler,35,right
940973,Mohammed Siraj,Right-hand bat,Right-arm fast,pace,Bowler,32,right
1349361,Mohit Rathee,Right-hand bat,Legbreak,spin,Allrounder,27,right
537119,Mohit Mahipal Sharma,Right-hand bat,Right-arm medium,pace,Bowler,37,right
1132005,Mohsin Khan,Left-hand bat,Left-arm medium-fast,pace,Bowler,27,left
5961,Moises Constantino Henriques,Right-hand bat,Right-arm fast-medium,pace,Allrounder,39,right
694209,Monu Kumar Singh,Right-hand bat,Right-arm medium,pace,Bowling allrounder,31,right
46538,Morne Morkel,Left-hand bat,Right-arm fast,pace,Bowler,41,left
974109,Mujeeb Ur Rahman,Right-hand bat,Right-arm offbreak,spin,Bowler,24,right
1125688,Mukesh Choudhary,Left-hand bat,Left-arm medium,pace,Bowler,29,left
926851,Mukesh Kumar,Right-hand bat,Right-arm medium,pace,Bowler,32,right
32965,Munaf Musa Patel,Right-hand bat,Right-arm medium-fast,pace,Bowler,42,right
237095,Murali Vijay,Right-hand bat,Right-arm offbreak,spin,Opening batter,41,right
528067,Murugan Ashwin,Right-hand bat,Legbreak googly,spin,Bowler,35,right
330902,Mustafizur Rahman,Left-hand bat,Left-arm fast-medium,pace,Bowler,30,left
1287032,Naman Dhir,Right-hand bat,Right-arm offbreak,spin,Allrounder,26,right
32102,Naman Vinaykumar Ojha,Right-hand bat,,,Wicketkeeper batter,42,right
971349,Nandre Burger,Left-hand bat,Left-arm fast-medium,pace,Bowler,30,left
1048813,Narayan Jagadeesan,Right-hand bat,,,Wicketkeeper batter,30,right
261354,Nathan Mitchell Coulter-Nile,Right-hand bat,Right-arm fast,pace,Bowling allrounder,38,right
826915,Nathan Ellis,Right-hand bat,Right-arm fast-medium,pace,Bowler,31,right
853259,Nathu Bharat Singh,Right-hand bat,Right-arm medium,pace,Bowler,30,right
700167,Navdeep Amarjeet Saini,Right-hand bat,Right-arm fast,pace,Bowler,33,right
793447,Naveen-ul-Haq Murid,Right-hand bat,Right-arm medium-fast,pace,Bowler,26,right
1151273,Nehal Wadhera,Left-hand bat,Legbreak,spin,Top-order batter,25,left
333780,Nicolas James Maddinson,Left-hand bat,Slow left-arm orthodox,spin,Opening batter,34,left
604302,Nicholas Pooran,Left-hand bat,Right-arm offbreak,spin,Wicketkeeper batter,30,left
554700,Nikhil Shankar Naik,Right-hand bat,,,Wicketkeeper batter,31,right
1175496,Kaki Nitish Kumar Reddy,Right-hand bat,Right-arm medium-fast,pace,Batting allrounder,22,right
604527,Nitish Rana,Left-hand bat,Right-arm medium,pace,Middle-order batter,32,left
1182529,Noor Ahmad Lakanwal,Right-hand bat,Left-arm wrist-spin,spin,Bowler,21,right
955235,Ilandari Dewage Nuwan Thushara,Right-hand bat,Right-arm medium-fast,pace,Bowler,31,right
906783,Obed  Christopher McCoy,Left-hand bat,Left-arm fast-medium,pace,Bowler,29,left
820691,Odean Fabian Smith,Right-hand bat,Right-arm fast-medium,pace,Bowling allrounder,29,right
