match_id,innings,over,ball,batsman_id,batsman,bowler_id,bowler,runs,play_type,is_wicket,wicket_type,total_runs,total_wickets,short_text
1181767,1,0.0,1,1070168,Prithvi Shaw,447261,Deepak Chahar,1,wide,False,,1,0,"Chahar to Shaw, 1 wide"
1181767,1,0.1,2,1070168,Prithvi Shaw,447261,Deepak Chahar,0,no run,False,,1,0,"Chahar to Shaw, no run"
1181767,1,0.2,3,1070168,Prithvi Shaw,447261,Deepak Chahar,0,no run,False,,1,0,"Chahar to Shaw, no run"
1181767,1,0.3,4,1070168,Prithvi Shaw,447261,Deepak Chahar,0,no run,False,,1,0,"Chahar to Shaw, no run"
1181767,1,0.4,5,1070168,Prithvi Shaw,447261,Deepak Chahar,1,run,False,,2,0,"Chahar to Shaw, 1 run"
1181767,1,0.5,6,28235,Shikhar Dhawan,447261,Deepak Chahar,1,run,False,,3,0,"Chahar to Dhawan, 1 run"
1181767,1,0.6,7,1070168,Prithvi Shaw,447261,Deepak Chahar,4,four,False,,7,0,"Chahar to Shaw, FOUR"
1181767,1,1.1,1,28235,Shikhar Dhawan,475281,Shardul Thakur,0,no run,False,,7,0,"Thakur to Dhawan, no run"
1181767,1,1.2,2,28235,Shikhar Dhawan,475281,Shardul Thakur,0,no run,False,,7,0,"Thakur to Dhawan, no run"
1181767,1,1.3,3,28235,Shikhar Dhawan,475281,Shardul Thakur,4,four,False,,11,0,"Thakur to Dhawan, FOUR"
1181767,1,1.4,4,28235,Shikhar Dhawan,475281,Shardul Thakur,4,four,False,,15,0,"Thakur to Dhawan, FOUR"
1181767,1,1.5,5,28235,Shikhar Dhawan,475281,Shardul Thakur,4,four,False,,19,0,"Thakur to Dhawan, FOUR"
1181767,1,1.6,6,28235,Shikhar Dhawan,475281,Shardul Thakur,1,run,False,,20,0,"Thakur to Dhawan, 1 run"
1181767,1,2.1,1,28235,Shikhar Dhawan,447261,Deepak Chahar,0,no run,False,,20,0,"Chahar to Dhawan, no run"
1181767,1,2.2,2,28235,Shikhar Dhawan,447261,Deepak Chahar,1,run,False,,21,0,"Chahar to Dhawan, 1 run"
1181767,1,2.3,3,1070168,Prithvi Shaw,447261,Deepak Chahar,0,out,True,leg before wicket,21,1,"Chahar to Shaw, OUT"
1181767,1,2.4,4,232359,Colin Munro,447261,Deepak Chahar,0,no run,False,,21,1,"Chahar to Munro, no run"
1181767,1,2.5,5,232359,Colin Munro,447261,Deepak Chahar,4,four,False,,25,1,"Chahar to Munro, FOUR"
1181767,1,2.6,6,232359,Colin Munro,447261,Deepak Chahar,0,no run,False,,25,1,"Chahar to Munro, no run"
1181767,1,3.1,1,28235,Shikhar Dhawan,29264,Harbhajan Singh,1,run,False,,26,1,"Harbhajan Singh to Dhawan, 1 run"
1181767,1,3.2,2,232359,Colin Munro,29264,Harbhajan Singh,0,no run,False,,26,1,"Harbhajan Singh to Munro, no run"
1181767,1,3.3,3,232359,Colin Munro,29264,Harbhajan Singh,4,four,False,,30,1,"Harbhajan Singh to Munro, FOUR"
1181767,1,3.4,4,232359,Colin Munro,29264,Harbhajan Singh,0,no run,False,,30,1,"Harbhajan Singh to Munro, no run"
1181767,1,3.5,5,232359,Colin Munro,29264,Harbhajan Singh,2,run,False,,32,1,"Harbhajan Singh to Munro, 2 runs"
1181767,1,3.6,6,232359,Colin Munro,29264,Harbhajan Singh,0,no run,False,,32,1,"Harbhajan Singh to Munro, no run"
1181767,1,4.1,1,28235,Shikhar Dhawan,447261,Deepak Chahar,1,run,False,,33,1,"Chahar to Dhawan, 1 run"
1181767,1,4.2,2,232359,Colin Munro,447261,Deepak Chahar,1,run,False,,34,1,"Chahar to Munro, 1 run"
1181767,1,4.3,3,28235,Shikhar Dhawan,447261,Deepak Chahar,0,no run,False,,34,1,"Chahar to Dhawan, no run"
1181767,1,4.4,4,28235,Shikhar Dhawan,447261,Deepak Chahar,1,run,False,,35,1,"Chahar to Dhawan, 1 run"
1181767,1,4.5,5,232359,Colin Munro,447261,Deepak Chahar,0,no run,False,,35,1,"Chahar to Munro, no run"
1181767,1,4.6,6,232359,Colin Munro,447261,Deepak Chahar,1,run,False,,36,1,"Chahar to Munro, 1 run"
1181767,1,5.1,1,232359,Colin Munro,29264,Harbhajan Singh,1,run,False,,37,1,"Harbhajan Singh to Munro, 1 run"
1181767,1,5.2,2,28235,Shikhar Dhawan,29264,Harbhajan Singh,0,out,True,caught,37,2,"Harbhajan Singh to Dhawan, OUT"
1181767,1,5.3,3,642519,Shreyas Iyer,29264,Harbhajan Singh,1,run,False,,38,2,"Harbhajan Singh to Iyer, 1 run"
1181767,1,5.4,4,232359,Colin Munro,29264,Harbhajan Singh,1,run,False,,39,2,"Harbhajan Singh to Munro, 1 run"
1181767,1,5.5,5,642519,Shreyas Iyer,29264,Harbhajan Singh,1,run,False,,40,2,"Harbhajan Singh to Iyer, 1 run"
1181767,1,5.6,6,232359,Colin Munro,29264,Harbhajan Singh,1,run,False,,41,2,"Harbhajan Singh to Munro, 1 run"
1181767,1,6.1,1,232359,Colin Munro,234675,Ravindra Jadeja,1,run,False,,42,2,"Jadeja to Munro, 1 run"
1181767,1,6.2,2,642519,Shreyas Iyer,234675,Ravindra Jadeja,0,no run,False,,42,2,"Jadeja to Iyer, no run"
1181767,1,6.3,3,642519,Shreyas Iyer,234675,Ravindra Jadeja,1,run,False,,43,2,"Jadeja to Iyer, 1 run"
1181767,1,6.4,4,232359,Colin Munro,234675,Ravindra Jadeja,0,no run,False,,43,2,"Jadeja to Munro, no run"
1181767,1,6.5,5,232359,Colin Munro,234675,Ravindra Jadeja,1,run,False,,44,2,"Jadeja to Munro, 1 run"
1181767,1,6.6,6,642519,Shreyas Iyer,234675,Ravindra Jadeja,0,no run,False,,44,2,"Jadeja to Iyer, no run"
1181767,1,7.1,1,232359,Colin Munro,29264,Harbhajan Singh,1,run,False,,45,2,"Harbhajan Singh to Munro, 1 run"
1181767,1,7.2,2,642519,Shreyas Iyer,29264,Harbhajan Singh,1,run,False,,46,2,"Harbhajan Singh to Iyer, 1 run"
1181767,1,7.3,3,232359,Colin Munro,29264,Harbhajan Singh,0,no run,False,,46,2,"Harbhajan Singh to Munro, no run"
1181767,1,7.4,4,232359,Colin Munro,29264,Harbhajan Singh,4,four,False,,50,2,"Harbhajan Singh to Munro, FOUR"
1181767,1,7.5,5,232359,Colin Munro,29264,Harbhajan Singh,4,four,False,,54,2,"Harbhajan Singh to Munro, FOUR"
1181767,1,7.6,6,232359,Colin Munro,29264,Harbhajan Singh,0,no run,False,,54,2,"Harbhajan Singh to Munro, no run"
1181767,1,8.1,1,642519,Shreyas Iyer,234675,Ravindra Jadeja,0,no run,False,,54,2,"Jadeja to Iyer, no run"
1181767,1,8.2,2,642519,Shreyas Iyer,234675,Ravindra Jadeja,1,leg bye,False,,55,2,"Jadeja to Iyer, 1 leg bye"
1181767,1,8.3,3,232359,Colin Munro,234675,Ravindra Jadeja,1,run,False,,56,2,"Jadeja to Munro, 1 run"
1181767,1,8.4,4,642519,Shreyas Iyer,234675,Ravindra Jadeja,1,run,False,,57,2,"Jadeja to Iyer, 1 run"
1181767,1,8.5,5,232359,Colin Munro,234675,Ravindra Jadeja,0,out,True,caught,57,3,"Jadeja to Munro, OUT"
1181767,1,8.6,6,931581,Rishabh Pant,234675,Ravindra Jadeja,2,run,False,,59,3,"Jadeja to Pant, 2 runs"
1181767,1,9.1,1,642519,Shreyas Iyer,40618,Imran Tahir,1,run,False,,60,3,"Imran Tahir to Iyer, 1 run"
1181767,1,9.2,2,931581,Rishabh Pant,40618,Imran Tahir,1,run,False,,61,3,"Imran Tahir to Pant, 1 run"
1181767,1,9.3,3,642519,Shreyas Iyer,40618,Imran Tahir,1,run,False,,62,3,"Imran Tahir to Iyer, 1 run"
1181767,1,9.4,4,931581,Rishabh Pant,40618,Imran Tahir,4,four,False,,66,3,"Imran Tahir to Pant, FOUR"
1181767,1,9.5,5,931581,Rishabh Pant,40618,Imran Tahir,1,run,False,,67,3,"Imran Tahir to Pant, 1 run"
1181767,1,9.6,6,642519,Shreyas Iyer,40618,Imran Tahir,1,run,False,,68,3,"Imran Tahir to Iyer, 1 run"
1181767,1,10.1,1,642519,Shreyas Iyer,51439,Dwayne Bravo,0,no run,False,,68,3,"Bravo to Iyer, no run"
1181767,1,10.2,2,642519,Shreyas Iyer,51439,Dwayne Bravo,0,no run,False,,68,3,"Bravo to Iyer, no run"
1181767,1,10.3,3,642519,Shreyas Iyer,51439,Dwayne Bravo,4,four,False,,72,3,"Bravo to Iyer, FOUR"
1181767,1,10.4,4,642519,Shreyas Iyer,51439,Dwayne Bravo,1,run,False,,73,3,"Bravo to Iyer, 1 run"
1181767,1,10.5,5,931581,Rishabh Pant,51439,Dwayne Bravo,1,run,False,,74,3,"Bravo to Pant, 1 run"
1181767,1,10.6,6,642519,Shreyas Iyer,51439,Dwayne Bravo,0,no run,False,,74,3,"Bravo to Iyer, no run"
1181767,1,11.1,1,931581,Rishabh Pant,40618,Imran Tahir,0,no run,False,,74,3,"Imran Tahir to Pant, no run"
1181767,1,11.2,2,931581,Rishabh Pant,40618,Imran Tahir,1,run,False,,75,3,"Imran Tahir to Pant, 1 run"
