match_id,innings,over,ball,batsman_id,batsman,bowler_id,bowler,runs,play_type,is_wicket,wicket_type,total_runs,total_wickets,short_text
1136563,1,0.1,1,37737,Brendon McCullum,35731,Vinay Kumar,4,four,False,,4,0,"Vinay Kumar to McCullum, FOUR"
1136563,1,0.2,2,37737,Brendon McCullum,35731,Vinay Kumar,0,no run,False,,4,0,"Vinay Kumar to McCullum, no run"
1136563,1,0.3,3,37737,Brendon McCullum,35731,Vinay Kumar,0,no run,False,,4,0,"Vinay Kumar to McCullum, no run"
1136563,1,0.4,4,37737,Brendon McCullum,35731,Vinay Kumar,6,six,False,,10,0,"Vinay Kumar to McCullum, SIX"
1136563,1,0.5,5,37737,Brendon McCullum,35731,Vinay Kumar,0,no run,False,,10,0,"Vinay Kumar to McCullum, no run"
1136563,1,0.6,6,37737,Brendon McCullum,35731,Vinay Kumar,4,four,False,,14,0,"Vinay Kumar to McCullum, FOUR"
1136563,1,1.1,1,379143,Quinton de Kock,32966,Piyush Chawla,4,four,False,,18,0,"Chawla to de Kock, FOUR"
1136563,1,1.2,2,379143,Quinton de Kock,32966,Piyush Chawla,0,no run,False,,18,0,"Chawla to de Kock, no run"
1136563,1,1.3,3,379143,Quinton de Kock,32966,Piyush Chawla,0,no run,False,,18,0,"Chawla to de Kock, no run"
1136563,1,1.4,4,379143,Quinton de Kock,32966,Piyush Chawla,0,out,True,caught,18,1,"Chawla to de Kock, OUT"
1136563,1,1.5,5,253802,Virat Kohli,32966,Piyush Chawla,2,run,False,,20,1,"Chawla to Kohli, 2 runs"
1136563,1,1.6,6,253802,Virat Kohli,32966,Piyush Chawla,1,run,False,,21,1,"Chawla to Kohli, 1 run"
1136563,1,2.1,1,253802,Virat Kohli,559235,Kuldeep Yadav,1,run,False,,22,1,"Kuldeep Yadav to Kohli, 1 run"
1136563,1,2.2,2,37737,Brendon McCullum,559235,Kuldeep Yadav,1,run,False,,23,1,"Kuldeep Yadav to McCullum, 1 run"
1136563,1,2.3,3,253802,Virat Kohli,559235,Kuldeep Yadav,1,run,False,,24,1,"Kuldeep Yadav to Kohli, 1 run"
1136563,1,2.4,4,37737,Brendon McCullum,559235,Kuldeep Yadav,1,run,False,,25,1,"Kuldeep Yadav to McCullum, 1 run"
1136563,1,2.5,5,253802,Virat Kohli,559235,Kuldeep Yadav,2,run,False,,27,1,"Kuldeep Yadav to Kohli, 2 runs"
1136563,1,2.6,6,253802,Virat Kohli,559235,Kuldeep Yadav,1,run,False,,28,1,"Kuldeep Yadav to Kohli, 1 run"
1136563,1,3.1,1,253802,Virat Kohli,32966,Piyush Chawla,0,no run,False,,28,1,"Chawla to Kohli, no run"
